id_municipio,poblacion
Hontangas,92
Hontoria de la Cantera,172
Hontoria del Pinar,613
Hontoria de Valdearados,152
"Hormazas, Las",93
Hornillos del Camino,44
"Horra, La",295
Hortigüela,103
Hoyales de Roa,208
Huérmeces,159
Huerta de Arriba,121
Huerta de Rey,889
Humada,114
Hurones,59
Ibeas de Juarros,1492
Ibrillos,30
Iglesiarrubia,45
Iglesias,136
Isar,279
Itero del Castillo,74
Jaramillo de la Fuente,45
Jaramillo Quemado,12
Junta de Traslaloma,118
Junta de Villalba de Losa,79
Jurisdicción de Lara,39
Jurisdicción de San Zadornil,62
Lerma,2629
Llano de Bureba,45
Madrigal del Monte,141
Madrigalejo del Monte,160
Mahamud,107
Mambrilla de Castrejón,105
Mambrillas de Lara,54
Mamolar,27
Manciles,21
Mazuela,55
Mecerreyes,176
Medina de Pomar,6190
Melgar de Fernamental,1496
Merindad de Cuesta-Urria,263
Merindad de Montija,723
Merindad de Sotoscueva,399
Merindad de Valdeporres,412
Merindad de Valdivielso,384
Milagros,409
Miranda de Ebro,36622
Miraveche,92
Modúbar de la Emparedada,773
Monasterio de la Sierra,38
Monasterio de Rodilla,171
Moncalvillo,77
Monterrubio de la Demanda,55
Montorio,138
Moradillo de Roa,167
Nava de Roa,202
Navas de Bureba,24
Nebreda,50
Neila,113
Olmedillo de Roa,188
Olmillos de Muñó,38
Oña,938
Oquillas,52
Orbaneja Riopico,341
Padilla de Abajo,71
Padilla de Arriba,86
Padrones de Bureba,49
Palacios de la Sierra,662
Palacios de Riopisuerga,19
Palazuelos de la Sierra,95
Palazuelos de Muñó,52
Pampliega,281
Pancorbo,431
Pardilla,109
Partido de la Sierra en Tobalina,75
Pedrosa de Duero,458
Pedrosa del Páramo,88
Pedrosa del Príncipe,155
Pedrosa de Río Úrbel,262
Peñaranda de Duero,470
Peral de Arlanza,169
Piérnigas,43
Pineda de la Sierra,92
Pineda Trasmonte,95
Pinilla de los Barruecos,100
Pinilla de los Moros,30
Pinilla Trasmonte,152
Poza de la Sal,278
Prádanos de Bureba,54
Pradoluengo,1090
Presencio,212
"Puebla de Arganzón, La",565
Puentedura,117
Quemada,242
Quintanabureba,29
Quintana del Pidio,150
Quintanaélez,44
Quintanaortuño,297
Quintanapalla,123
Quintanar de la Sierra,1474
Quintanavides,65
Quintanilla de la Mata,109
Quintanilla del Coco,50
"Quintanillas, Las",386
Quintanilla San García,66
Quintanilla Vivar,890
Rabanera del Pinar,94
Rábanos,73
Rabé de las Calzadas,259
Rebolledo de la Torre,100
Redecilla del Camino,98
Redecilla del Campo,65
Regumiel de la Sierra,304
Reinoso,21
Retuerta,56
"Revilla y Ahedo, La",97
Revilla del Campo,96
Revillarruz,621
Revilla Vallejera,112
Rezmondo,18
Riocavado de la Sierra,54
Roa,2276
Rojas,62
Royuela de Río Franco,169
Rubena,207
Rublacedo de Abajo,37
Rucandio,72
Salas de Bureba,129
Salas de los Infantes,1959
Saldaña de Burgos,203
Salinillas de Bureba,55
San Adrián de Juarros,84
San Juan del Monte,163
San Mamés de Burgos,323
San Martín de Rubiales,137
San Millán de Lara,61
Santa Cecilia,107
Santa Cruz de la Salceda,148
Santa Cruz del Valle Urbión,94
Santa Gadea del Cid,180
Santa Inés,153
Santa María del Campo,508
Santa María del Invierno,70
Santa María del Mercadillo,119
Santa María Ribarredonda,97
Santa Olalla de Bureba,38
Santibáñez de Esgueva,72
Santibáñez del Val,64
Santo Domingo de Silos,251
San Vicente del Valle,26
Sargentes de la Lora,130
Sarracín,261
Sasamón,898
"Sequera de Haza, La",28
Solarana,73
Sordillos,23
Sotillo de la Ribera,468
Sotragero,300
Sotresgudo,413
Susinos del Páramo,115
Tamarón,52
Tardajos,862
Tejada,35
Terradillos de Esgueva,58
Tinieblas de la Sierra,20
Tobar,27
Tordómar,290
Torrecilla del Monte,79
Torregalindo,130
Torrelara,34
Torrepadre,68
Torresandino,565
Tórtoles de Esgueva,362
Tosantos,48
Trespaderne,721
Tubilla del Agua,126
Tubilla del Lago,164
Úrbel del Castillo,53
Vadocondes,368
Valdeande,103
Valdezate,115
Valdorros,377
Valmala,24
Vallarta de Bureba,41
Valle de Manzanedo,115
Valle de Mena,4155
Valle de Oca,160
Valle de Tobalina,877
Valle de Valdebezana,479
Valle de Valdelaguna,187
Valle de Valdelucio,342
Valle de Zamanzas,46
Vallejera,38
Valles de Palenzuela,74
Valluércanes,70
"Vid y Barrios, La",237
"Vid de Bureba, La",26
Vileña,23
Viloria de Rioja,38
Vilviestre del Pinar,511
Villadiego,1453
Villaescusa de Roa,95
Villaescusa la Sombría,61
Villaespasa,21
Villafranca Montes de Oca,117
Villafruela,140
Villagalijo,52
Villagonzalo Pedernales,1903
Villahoz,262
Villalba de Duero,720
Villalbilla de Burgos,1554
Villalbilla de Gumiel,73
Villaldemiro,92
Villalmanzo,409
Villamayor de los Montes,157
Villamayor de Treviño,59
Villambistia,44
Villamedianilla,9
Villamiel de la Sierra,43
Villangómez,229
Villanueva de Argaño,117
Villanueva de Carazo,24
Villanueva de Gumiel,281
Villanueva de Teba,43
Villaquirán de la Puebla,45
Villaquirán de los Infantes,154
Villariezo,731
Villasandino,179
Villasur de Herreros,269
Villatuelda,41
Villaverde del Monte,112
Villaverde-Mogina,68
Villayerno Morquillas,208
Villazopeque,51
Villegas,83
Villoruebo,62
Vizcaínos,41
Zael,117
Zarzosa de Río Pisuerga,29
Zazuar,198
Zuñeda,58
Quintanilla del Agua y Tordueles,336
Valle de Santibáñez,482
Villarcayo de Merindad de Castilla la Vieja,4103
Valle de las Navas,549
Valle de Sedano,402
Merindad de Río Ubierna,1400
Alfoz de Quintanadueñas,2158
Valle de Losa,486
Abadía,337
Abertura,362
Acebo,567
Acehúche,808
Aceituna,569
Ahigal,1340
Albalá,647
Alcántara,1329
Alcollarín,259
Alcuéscar,2447
Aldeacentenera,603
Aldea del Cano,609
"Aldea del Obispo, La",290
Aldeanueva de la Vera,1966
Aldeanueva del Camino,696
Aldehuela de Jerte,348
Alía,722
Aliseda,1726
Almaraz,1594
Almoharín,1771
Arroyo de la Luz,5495
Arroyomolinos de la Vera,424
Arroyomolinos,816
Baños de Montemayor,738
Barrado,383
Belvís de Monroy,774
Benquerencia,74
Berrocalejo,120
Berzocana,375
Bohonal de Ibor,488
Botija,184
Brozas,1718
Cabañas del Castillo,406
Cabezabellosa,317
Cabezuela del Valle,2049
Cabrero,353
Cáceres,96651
Cachorrilla,83
Cadalso,394
Calzadilla,450
Caminomorisco,1097
Campillo de Deleitosa,82
Campo Lugar,790
Cañamero,1578
Cañaveral,995
Carbajo,183
Carcaboso,1076
Carrascalejo,223
Casar de Cáceres,4511
Casar de Palomero,991
Casares de las Hurdes,362
Casas de Don Antonio,167
Casas de Don Gómez,342
Casas del Castañar,583
Casas del Monte,761
Casas de Millán,536
Casas de Miravete,106
Casatejada,1393
Casillas de Coria,354
Castañar de Ibor,1020
Ceclavín,1769
Cedillo,453
Cerezo,147
Cilleros,1547
Collado de la Vera,274
Conquista de la Sierra,193
Coria,12001
Cuacos de Yuste,809
"Cumbre, La",815
Deleitosa,681
Descargamaría,105
Eljas,827
Escurial,855
Fresnedoso de Ibor,236
Galisteo,849
Garciaz,666
"Garganta, La",353
Garganta la Olla,874
Gargantilla,346
Gargüera,187
Garrovillas de Alconétar,1941
Garvín,101
Gata,1335
"Gordo, El",363
"Granja, La",313
Guadalupe,1722
Guijo de Coria,180
Guijo de Galisteo,1460
Guijo de Granadilla,497
Guijo de Santa Bárbara,386
Herguijuela,264
Hernán-Pérez,401
Herrera de Alcántara,225
Herreruela,322
Hervás,3898
Higuera de Albalat,102
Hinojal,391
Holguera,588
Hoyos,848
Huélaga,203
Ibahernando,538
Jaraicejo,418
Jaraíz de la Vera,6831
Jarandilla de la Vera,2894
Jarilla,127
Jerte,1189
Ladrillar,177
Logrosán,1852
Losar de la Vera,2799
Madrigal de la Vera,1536
Madrigalejo,1710
Madroñera,2349
Majadas,1281
Malpartida de Cáceres,4027
Malpartida de Plasencia,4666
Marchagaz,231
Mata de Alcántara,300
Membrío,587
Mesas de Ibor,146
Miajadas,9396
Millanes,239
Mirabel,620
Mohedas de Granadilla,817
Monroy,909
Montánchez,1597
Montehermoso,5552
Moraleja,6562
Morcillo,378
Navaconcejo,2037
Navalmoral de la Mata,17352
Navalvillar de Ibor,374
Navas del Madroño,1254
Navezuelas,668
Nuñomoral,1196
Oliva de Plasencia,290
Palomero,450
Pasarón de la Vera,588
Pedroso de Acim,90
Peraleda de la Mata,1444
Peraleda de San Román,268
Perales del Puerto,874
Pescueza,150
"Pesga, La",950
Piedras Albas,125
Pinofranqueado,1783
Piornal,1443
Plasencia,40132
Plasenzuela,536
Portaje,379
Portezuelo,196
Pozuelo de Zarzón,430
Puerto de Santa Cruz,268
Rebollar,203
Riolobos,1173
Robledillo de Gata,91
Robledillo de la Vera,252
Robledillo de Trujillo,394
Robledollano,325
Romangordo,240
Ruanes,82
Salorino,522
Salvatierra de Santiago,229
San Martín de Trevejo,693
Santa Ana,302
Santa Cruz de la Sierra,317
Santa Cruz de Paniagua,286
Santa Marta de Magasca,291
Santiago de Alcántara,454
Santiago del Campo,250
Santibáñez el Alto,386
Santibáñez el Bajo,711
Saucedilla,1002
Segura de Toro,190
Serradilla,1448
Serrejón,410
Sierra de Fuentes,2081
Talaván,775
Talaveruela de la Vera,303
Talayuela,7439
Tejeda de Tiétar,761
Toril,157
Tornavacas,989
"Torno, El",805
Torrecilla de los Ángeles,642
Torrecillas de la Tiesa,1038
Torre de Don Miguel,481
Torre de Santa María,508
Torrejoncillo,2743
Torrejón el Rubio,537
Torremenga,620
Torremocha,742
Torreorgaz,1641
Torrequemada,564
Trujillo,8611
Valdastillas,332
Valdecañas de Tajo,96
Valdefuentes,1074
Valdehúncar,188
Valdelacasa de Tajo,338
Valdemorales,218
Valdeobispo,617
Valencia de Alcántara,5150
Valverde de la Vera,428
Valverde del Fresno,2143
Viandar de la Vera,216
Villa del Campo,435
Villa del Rey,118
Villamesías,271
Villamiel,379
Villanueva de la Sierra,478
Villanueva de la Vera,2108
Villar del Pedroso,547
Villar de Plasencia,224
Villasbuenas de Gata,481
Zarza de Granadilla,1815
Zarza de Montánchez,504
Zarza la Mayor,1096
Zorita,1223
Rosalejo,1268
Vegaviana,837
Alagón del Río,919
Tiétar,835
Pueblonuevo de Miramontes,762
Alcalá de los Gazules,5230
Alcalá del Valle,4864
Algar,1452
Algeciras,126589
Algodonales,5425
Arcos de la Frontera,31267
Barbate,22635
"Barrios, Los",24449
Benaocaz,742
Bornos,7510
"Bosque, El",2242
Cádiz,109950
Castellar de la Frontera,2984
Conil de la Frontera,24102
Chiclana de la Frontera,90864
Chipiona,20076
Espera,3755
"Gastor, El",1675
Grazalema,1977
Jerez de la Frontera,213634
Jimena de la Frontera,6719
"Línea de la Concepción, La",64499
Medina Sidonia,11838
Olvera,7842
Paterna de Rivera,5539
Prado del Rey,5692
"Puerto de Santa María, El",89983
Puerto Real,42527
Puerto Serrano,6877
Rota,29289
San Fernando,93338
Sanlúcar de Barrameda,70012
San Roque,34310
Setenil de las Bodegas,2634
Tarifa,18613
Torre Alháquime,781
Trebujena,6999
Ubrique,16615
Vejer de la Frontera,13131
Villaluenga del Rosario,463
Villamartín,12184
Zahara,1344
Benalup-Casas Viejas,7236
San José del Valle,4419
San Martín del Tesorillo,2735
Atzeneta del Maestrat,1284
Aín,133
Albocàsser,1370
Alcalà de Xivert,7349
"Alcora, l'",10664
Alcudia de Veo,200
Alfondeguilla,881
Algimia de Almonacid,254
Almassora,29159
Almedíjar,288
Almenara,6813
Altura,3849
Arañuel,148
Ares del Maestrat,181
Argelita,139
Artana,1993
Ayódar,176
Azuébar,359
Barracas,188
Betxí,5659
Bejís,400
Benafer,168
Benafigos,121
Benassal,1048
Benicarló,30296
Benicàssim/Benicasim,20539
Benlloc,1143
Borriol,6018
Borriana/Burriana,37915
Cabanes,3475
Càlig,2042
Canet lo Roig,715
Castell de Cabres,21
Castellfort,178
Castellnovo,912
Castelló de la Plana/Castellón de la Plana,183711
Castillo de Villamalefa,110
Catí,719
Caudiel,735
Cervera del Maestre,617
Cinctorres,433
Cirat,220
Cortes de Arenoso,308
Costur,511
"Coves de Vinromà, les",1888
Culla,503
Xert,702
Chilches/Xilxes,3199
Xodos/Chodos,107
Chóvar,316
Eslida,815
Espadilla,101
Fanzara,295
Figueroles,525
Forcall,475
Fuente la Reina,55
Fuentes de Ayódar,98
Gaibiel,200
Geldo,665
Herbers,68
Higueras,54
"Jana, la",679
Jérica,1764
Llucena/Lucena del Cid,1421
Ludiente,162
"Llosa, la",1033
"Mata de Morella, la",196
Matet,94
Moncofa,8339
Montán,429
Montanejos,649
Morella,2501
Navajas,906
Nules,14315
Olocau del Rey,135
Onda,26190
Orpesa/Oropesa del Mar,12640
Palanques,34
Pavías,72
Peníscola/Peñíscola,8774
Pina de Montalgrao,121
Portell de Morella,155
Puebla de Arenoso,169
"Pobla de Benifassà, la",229
"Pobla Tornesa, la",1322
Ribesalbes,1191
Rossell,910
Sacañet,67
"Salzadella, la",671
Sant Jordi/San Jorge,1554
Sant Mateu,2021
San Rafael del Río,532
Santa Magdalena de Pulpis,771
"Serratella, la",113
Segorbe,9805
Sierra Engarcerán,1039
Soneja,1521
Sot de Ferrer,492
Suera/Sueras,593
Tales,827
Teresa,254
Tírig,417
Todolella,136
Toga,106
Torás,271
"Toro, El",256
Torralba del Pinar,57
Torreblanca,5744
Torrechiva,106
"Torre d'en Besora, la",164
"Torre d'en Doménec, la",177
Traiguera,1302
"Useres, les/Useras",954
Vallat,66
Vall d'Alba,3218
Vall de Almonacid,284
"Vall d'Uixó, la",32242
Vallibona,63
Vilafamés,1962
Vilafranca/Villafranca del Cid,2115
Villahermosa del Río,473
Villamalur,99
Vilanova d'Alcolea,584
Villanueva de Viver,94
Vilar de Canes,156
Vila-real,53623
"Vilavella, la",3054
Villores,51
Vinaròs,30529
Vistabella del Maestrat,354
Viver,1729
Zorita del Maestrazgo,118
Zucaina,171
"Alqueries, les/Alquerías del Niño Perdido",4605
Sant Joan de Moró,3695
Abenójar,1309
Agudo,1605
Alamillo,450
Albaladejo,984
Alcázar de San Juan,31914
Alcoba,558
Alcolea de Calatrava,1360
Alcubillas,417
Aldea del Rey,1565
Alhambra,946
Almadén,4855
Almadenejos,384
Almagro,9190
Almedina,475
Almodóvar del Campo,5637
Almuradiel,744
Anchuras,267
Arenas de San Juan,1013
Argamasilla de Alba,6777
Argamasilla de Calatrava,5847
Arroba de los Montes,388
Ballesteros de Calatrava,363
Bolaños de Calatrava,12153
Brazatortas,1007
Cabezarados,279
Cabezarrubias del Puerto,483
Calzada de Calatrava,3668
Campo de Criptana,12868
Cañada de Calatrava,99
Caracuel de Calatrava,140
Carrión de Calatrava,3239
Carrizosa,1097
Castellar de Santiago,1714
Ciudad Real,76217
Corral de Calatrava,1154
"Cortijos, Los",848
Cózar,903
Chillón,1752
Daimiel,17722
Fernán Caballero,965
Fontanarejo,223
Fuencaliente,1007
Fuenllana,189
Fuente el Fresno,3011
Granátula de Calatrava,683
Guadalmez,709
Herencia,8661
Hinojosas de Calatrava,506
Horcajo de los Montes,798
"Labores, Las",550
Luciana,350
Malagón,7827
Manzanares,17728
Membrilla,5793
Mestanza,634
Miguelturra,15924
Montiel,1167
Moral de Calatrava,5184
Navalpino,193
Navas de Estena,269
Pedro Muñoz,7585
Picón,690
Piedrabuena,4305
Poblete,2998
Porzuna,3529
Pozuelo de Calatrava,4055
"Pozuelos de Calatrava, Los",326
Puebla de Don Rodrigo,1148
Puebla del Príncipe,648
Puerto Lápice,824
Puertollano,45565
Retuerta del Bullaque,854
Saceruela,520
San Carlos del Valle,1055
San Lorenzo de Calatrava,189
Santa Cruz de los Cáñamos,463
Santa Cruz de Mudela,3881
Socuéllamos,12172
"Solana, La",15242
Solana del Pino,333
Terrinches,574
Tomelloso,37060
Torralba de Calatrava,3068
Torre de Juan Abad,928
Torrenueva,2645
Valdemanco del Esteras,157
Valdepeñas,30782
Valenzuela de Calatrava,638
Villahermosa,1712
Villamanrique,1050
Villamayor de Calatrava,611
Villanueva de la Fuente,1831
Villanueva de los Infantes,4733
Villanueva de San Carlos,261
Villar del Pozo,45
Villarrubia de los Ojos,9512
Villarta de San Juan,2681
Viso del Marqués,2091
"Robledo, El",1078
Ruidera,529
Arenales de San Gregorio,626
Llanos del Caudillo,651
Adamuz,4100
Aguilar de la Frontera,13130
Alcaracejos,1512
Almedinilla,2302
Almodóvar del Río,8040
Añora,1487
Baena,18386
Belalcázar,3093
Belmez,2833
Benamejí,4895
"Blázquez, Los",619
Bujalance,7065
Cabra,19995
Cañete de las Torres,2766
Carcabuey,2302
Cardeña,1387
"Carlota, La",14503
"Carpio, El",4327
Castro del Río,7597
Conquista,367
Córdoba,323262
Doña Mencía,4465
Dos Torres,2340
Encinas Reales,2208
Espejo,3175
Espiel,2326
Fernán-Núñez,9670
Fuente la Lancha,330
Fuente Obejuna,4309
Fuente Palmera,9883
Fuente-Tójar,666
"Granjuela, La",412
Guadalcázar,1589
"Guijo, El",342
Hinojosa del Duque,6534
Hornachuelos,4383
Iznájar,3676
Lucena,43408
Luque,2796
Montalbán de Córdoba,4401
Montemayor,3859
Montilla,22305
Montoro,9004
Monturque,1929
Moriles,3667
Nueva Carteya,5235
Obejo,2101
Palenciana,1431
Palma del Río,20438
Pedro Abad,2794
Pedroche,1441
Peñarroya-Pueblonuevo,10244
Posadas,7273
Pozoblanco,16931
Priego de Córdoba,21764
Puente Genil,29963
"Rambla, La",7412
Rute,9824
San Sebastián de los Ballesteros,865
Santaella,4641
Santa Eufemia,685
Torrecampo,992
Valenzuela,1030
Valsequillo,351
"Victoria, La",2320
Villa del Río,6852
Villafranca de Córdoba,4895
Villaharta,630
Villanueva de Córdoba,8328
Villanueva del Duque,1409
Villanueva del Rey,1031
Villaralto,1059
Villaviciosa de Córdoba,3043
"Viso, El",2499
Zuheros,596
Fuente Carreteros,1073
"Guijarrosa, La",1358
Abegondo,5631
Ames,33276
Aranga,1793
Ares,6275
Arteixo,34403
Arzúa,5916
"Baña, A",3239
Bergondo,7135
Betanzos,13533
Boimorto,1803
Boiro,18967
Boqueixón,4219
Brión,8192
Cabana de Bergantiños,4067
Cabanas,3287
Camariñas,5075
Cambre,24765
"Capela, A",1165
Carballo,32120
Carnota,3780
Carral,6840
Cedeira,6547
Cee,7731
Cerceda,5116
Cerdido,1006
Coirós,1945
Corcubión,1659
Coristanco,5710
"Coruña, A",251543
Culleredo,31254
Curtis,4242
Dodro,2589
Dumbría,2716
Fene,12467
Ferrol,64367
Fisterra,4666
Frades,2117
Irixoa,1343
Laxe,2883
"Laracha, A",11781
Lousame,3056
Malpica de Bergantiños,5232
Mañón,1218
Mazaricos,3721
Melide,7817
Mesía,2367
Miño,7108
Moeche,1194
Monfero,1816
Mugardos,5203
Muxía,4326
Muros,8173
Narón,39953
Neda,4925
Negreira,6969
Noia,14123
Oleiros,38793
Ordes,12990
Oroso,7776
Ortigueira,5384
Outes,5998
Paderne,2450
Padrón,8334
"Pino, O",4589
"Pobra do Caramiñal, A",9126
Ponteceso,5268
Pontedeume,7431
"Pontes de García Rodríguez, As",9796
Porto do Son,9060
Rianxo,10758
Ribeira,27102
Rois,4358
Sada,17421
San Sadurniño,2738
Santa Comba,9442
Santiago de Compostela,100965
Santiso,1430
Sobrado,1830
"Somozas, As",1042
Teo,18968
Toques,1056
Tordoia,3152
Touro,3342
Trazo,2986
Valdoviño,6818
Val do Dubra,3680
Vedra,4903
Vilasantar,1233
Vilarmaior,1242
Vimianzo,6768
Zas,4199
Cariño,3661
Oza-Cesuras,5159
Abia de la Obispalía,68
"Acebrón, El",234
Alarcón,173
Albaladejo del Cuende,196
Albalate de las Nogueras,261
Albendea,132
"Alberca de Záncara, La",1504
Alcalá de la Vega,80
Alcantud,59
Alcázar del Rey,171
Alcohujate,25
Alconchel de la Estrella,75
Algarra,25
Aliaguilla,594
"Almarcha, La",469
Almendros,240
Almodóvar del Pinar,401
Almonacid del Marquesado,412
Altarejos,193
Arandilla del Arroyo,14
Arcos de la Sierra,77
Chillarón de Cuenca,907
Arguisuelas,127
Arrancacepas,14
Atalaya del Cañavate,91
Barajas de Melo,1011
Barchín del Hoyo,104
Bascuñana de San Pedro,23
Beamud,45
Belinchón,453
Belmonte,1751
Belmontejo,122
Beteta,253
Boniches,135
Buciegas,36
Buenache de Alarcón,447
Buenache de la Sierra,112
Buendía,422
Campillo de Altobuey,1312
Campillos-Paravientos,112
Campillos-Sierra,28
Canalejas del Arroyo,153
Cañada del Hoyo,221
Cañada Juncosa,213
Cañamares,457
"Cañavate, El",125
Cañaveras,230
Cañaveruelas,110
Cañete,877
Cañizares,441
Carboneras de Guadazaón,797
Cardenete,479
Carrascosa,69
Carrascosa de Haro,87
Casas de Benítez,872
Casas de Fernando Alonso,1041
Casas de Garcimolina,30
Casas de Guijarro,105
Casas de Haro,812
Casas de los Pinos,374
Casasimarro,3177
Castejón,120
Castillejo de Iniesta,94
Castillejo-Sierra,31
Castillo-Albaráñez,17
Castillo de Garcimuñoz,129
Cervera del Llano,220
"Cierva, La",39
Cuenca,53600
Cueva del Hierro,27
Chumillas,49
Enguídanos,274
Fresneda de Altarejos,35
Fresneda de la Sierra,42
"Frontera, La",155
Fuente de Pedro Naharro,1290
Fuentelespino de Haro,230
Fuentelespino de Moya,101
Fuentes,462
Fuertescusa,65
Gabaldón,146
Garaballa,58
Gascueña,132
Graja de Campalbo,85
Graja de Iniesta,343
Henarejos,134
"Herrumblar, El",800
"Hinojosa, La",184
"Hinojosos, Los",702
"Hito, El",118
Honrubia,1529
Hontanaya,255
Hontecillas,54
Horcajo de Santiago,3894
Huélamo,68
Huelves,105
Huérguina,41
Huerta de la Obispalía,126
Huerta del Marquesado,155
Huete,1814
Iniesta,4567
Laguna del Marquesado,54
Lagunaseca,50
Landete,1175
Ledaña,1552
Leganiel,223
"Majadas, Las",214
Mariana,332
Masegosa,58
"Mesas, Las",2234
Minglanilla,2388
Mira,917
Monreal del Llano,44
Montalbanejo,82
Montalbo,703
Monteagudo de las Salinas,126
Mota de Altarejos,25
Mota del Cuervo,6089
Motilla del Palancar,6432
Moya,133
Narboneta,42
Olivares de Júcar,290
Olmeda de la Cuesta,16
Olmeda del Rey,129
Olmedilla de Alarcón,128
Olmedilla de Eliz,20
Osa de la Vega,450
Pajarón,71
Pajaroncillo,59
Palomares del Campo,556
Palomera,187
Paracuellos,105
Paredes,61
"Parra de las Vegas, La",36
"Pedernoso, El",1113
"Pedroñeras, Las",6416
"Peral, El",660
"Peraleja, La",77
"Pesquera, La",228
"Picazo, El",693
Pinarejo,172
Pineda de Gigüela,58
Piqueras del Castillo,36
Portalrubio de Guadamejud,35
Portilla,58
Poyatos,70
Pozoamargo,255
Pozorrubio de Santiago,307
"Pozuelo, El",47
Priego,912
"Provencio, El",2327
Puebla de Almenara,294
"Valle de Altomira, El",191
Puebla del Salvador,190
Quintanar del Rey,7508
Rada de Haro,49
Reíllo,106
Rozalén del Monte,48
Saceda-Trasierra,33
Saelices,475
Salinas del Manzano,86
Salmeroncillos,106
Salvacañete,300
San Clemente,6797
San Lorenzo de la Parrilla,1119
San Martín de Boniches,43
San Pedro Palmiches,54
Santa Cruz de Moya,233
Santa María del Campo Rus,527
Santa María de los Llanos,660
Santa María del Val,55
Sisante,1640
Solera de Gabaldón,32
Talayuelas,873
Tarancón,16748
Tébar,300
Tejadillos,102
Tinajas,184
Torralba,107
Torrejoncillo del Rey,341
Torrubia del Campo,312
Torrubia del Castillo,42
Tragacete,263
Tresjuncos,258
Tribaldos,101
Uclés,230
Uña,90
Valdemeca,83
Valdemorillo de la Sierra,49
Valdemoro-Sierra,96
Valdeolivas,206
Valhermoso de la Fuente,61
Valsalobre,17
Valverde de Júcar,1118
Valverdejo,86
Vara de Rey,466
Vega del Codorno,141
Vellisca,128
Villaconejos de Trabaque,325
Villaescusa de Haro,480
Villagarcía del Llano,763
Villalba de la Sierra,569
Villalba del Rey,468
Villalgordo del Marquesado,59
Villalpardo,979
Villamayor de Santiago,2336
Villanueva de Guadamejud,59
Villanueva de la Jara,2396
Villar de Cañas,389
Villar de Domingo García,217
Villar de la Encina,146
Villar del Humo,182
Villar del Infantado,34
Villar de Olalla,1575
Villarejo de Fuentes,387
Villarejo de la Peñuela,16
Villarejo-Periesteban,375
Villares del Saz,499
Villarrubio,211
Villarta,853
Villas de la Ventosa,225
Villaverde y Pasaconsol,318
Víllora,120
Vindel,19
Yémeda,18
Zafra de Záncara,92
Zafrilla,59
Zarza de Tajo,320
Zarzuela,174
Campos del Paraíso,646
Valdetórtola,115
"Valeras, Las",1528
Fuentenava de Jábaga,634
Arcas,2332
"Valdecolmenas, Los",69
Pozorrubielos de la Mancha,166
Sotorribas,711
Villar y Velasco,91
Agullana,880
Aiguaviva,804
Albanyà,157
Albons,845
"Far d'Empordà, El",628
Alp,1724
Amer,2422
Anglès,5944
Arbúcies,6665
Argelaguer,468
"Armentera, L'",1080
Avinyonet de Puigventós,1671
Begur,4291
"Vajol, La",112
Banyoles,20865
Bàscara,1049
Bellcaire d'Empordà,723
Besalú,2592
Bescanó,5088
Beuda,203
"Bisbal d'Empordà, La",11757
Blanes,42699
Bolvir,493
Bordils,1841
Borrassà,804
Breda,3969
Brunyola i Sant Martí Sapresa,401
Boadella i les Escaules,262
Cabanes,995
Cabanelles,286
Cadaqués,2918
Caldes de Malavella,8673
Calonge i Sant Antoni,12335
Camós,701
Campdevànol,3241
Campelles,163
Campllong,534
Camprodon,2570
Canet d'Adri,744
Cantallops,366
Capmany,680
Queralbs,202
Cassà de la Selva,11131
Castellfollit de la Roca,966
Castelló d'Empúries,12201
"Castell d'Aro, Platja d'Aro i s'Agaró",12982
Celrà,5621
Cervià de Ter,1029
Cistella,283
Siurana,188
Colera,494
Colomers,208
Cornellà del Terri,2414
Corçà,1283
Crespià,254
Darnius,563
Das,261
"Escala, L'",10374
Espinelves,261
Espolla,398
Esponellà,446
Figueres,49689
Flaçà,1175
Foixà,298
Fontanals de Cerdanya,516
Fontanilles,171
Fontcoberta,1483
Fornells de la Selva,2818
Fortià,793
Garrigàs,480
Garrigoles,182
Garriguella,989
Ger,501
Girona,108666
Gombrèn,206
Gualta,438
Guils de Cerdanya,557
Hostalric,4493
Isòvol,314
Jafre,386
"Jonquera, La",3420
Juià,319
Lladó,822
Llagostera,9585
Llambilles,737
Llanars,516
Llançà,4892
Llers,1269
Llívia,1562
Lloret de Mar,43000
"Llosses, Les",197
Madremanya,280
Maià de Montcal,498
Meranges,111
Masarac i Vilarnadal,287
Massanes,882
Maçanet de Cabrenys,761
Maçanet de la Selva,8071
Mieres,369
Mollet de Peralada,202
Molló,351
Montagut i Oix,1011
Mont-ras,1690
Navata,1507
Ogassa,222
Olot,39519
Ordis,409
Osor,430
Palafrugell,24543
Palamós,18933
Palau de Santa Eulàlia,124
Palau-saverdera,1535
Palau-sator,311
Palol de Revardit,459
Pals,2534
Pardines,168
Parlavà,432
Pau,560
Pedret i Marzà,208
"Pera, La",447
Peralada,2077
"Planes d'Hostoles, Les",1746
Planoles,313
Pont de Molins,585
Pontós,296
Porqueres,4811
Portbou,1131
"Preses, Les",1948
"Port de la Selva, El",1053
Puigcerdà,10035
Quart,4165
Rabós,232
Regencós,275
Ribes de Freser,1841
Riells i Viabrea,4635
Ripoll,10665
Riudarenes,2532
Riudaura,526
Riudellots de la Selva,2125
Riumors,253
Roses,20365
Rupià,325
Sales de Llierca,164
Salt,34491
Sant Andreu Salou,161
Sant Climent Sescebes,690
Sant Feliu de Buixalleu,882
