id_municipio,poblacion
Solsona,9717
Soriguera,446
Sort,2236
Soses,1892
Sudanell,915
Sunyer,310
Talarn,555
Talavera,280
Tàrrega,19057
Tarrés,126
Tarroja de Segarra,164
Térmens,1350
Tírvia,141
Tiurana,69
Torà,1190
"Torms, Els",135
Tornabous,832
Torrebesses,278
"Torre de Cabdella, La",758
Torrefarrera,4900
Torregrossa,2248
Torrelameu,788
Torres de Segre,2317
Torre-serona,405
Tremp,6123
Vallbona de les Monges,223
"Valls de Valira, Les",845
Vallfogona de Balaguer,2009
Verdú,876
Vielha e Mijaran,5865
Vilagrassa,627
Vilaller,496
Vilamòs,174
Vilanova de Bellpuig,1150
Vilanova de l'Aguda,192
Vilanova de Meià,479
Vilanova de Segrià,1094
Vila-sana,753
"Vilosell, El",177
Vilanova de la Barca,1163
Vinaixa,437
Vall de Cardós,388
Sant Martí de Riucorb,668
"Guingueta d'Àneu, La",278
Castell de Mur,159
Ribera d'Ondara,437
"Valls d'Aguilar, Les",253
Torrefeta i Florejacs,589
Fígols i Alinyà,234
"Vansa i Fórnols, La",187
Josa i Tuixén,110
"Plans de Sió, Els",506
Gimenells i el Pla de la Font,1069
Riu de Cerdanya,96
Ábalos,256
Agoncillo,1464
Aguilar del Río Alhama,421
Ajamil de Cameros,79
Albelda de Iregua,3930
Alberite,2743
Alcanadre,685
Aldeanueva de Ebro,2753
Alesanco,486
Alesón,92
Alfaro,9923
Almarza de Cameros,41
Anguciana,450
Anguiano,488
Arenzana de Abajo,257
Arenzana de Arriba,37
Arnedillo,433
Arnedo,15140
Arrúbal,566
Ausejo,774
Autol,4958
Azofra,188
Badarán,474
Bañares,198
Baños de Rioja,86
Baños de Río Tobía,1589
Berceo,143
Bergasa,172
Bergasillas Bajera,31
Bezares,19
Bobadilla,103
Brieva de Cameros,38
Briñas,191
Briones,752
Cabezón de Cameros,23
Calahorra,25367
Camprovín,158
Canales de la Sierra,84
Canillas de Río Tuerto,43
Cañas,95
Cárdenas,132
Casalarreina,1094
Castañares de Rioja,440
Castroviejo,57
Cellorigo,15
Cenicero,2173
Cervera del Río Alhama,2237
Cidamón,18
Cihuri,205
Cirueña,194
Clavijo,294
Cordovín,154
Corera,281
Cornago,298
Corporales,40
Cuzcurrita de Río Tirón,565
Daroca de Rioja,63
Enciso,167
Entrena,1660
Estollo,90
Ezcaray,2067
Foncea,86
Fonzaleche,138
Fuenmayor,3281
Galbárruli,70
Galilea,419
Gallinero de Cameros,16
Gimileo,122
Grañón,209
Grávalos,196
Haro,12167
Herce,340
Herramélluri,111
Hervías,138
Hormilla,442
Hormilleja,153
Hornillos de Cameros,14
Hornos de Moncalvillo,92
Huércanos,856
Igea,638
Jalón de Cameros,23
Laguna de Cameros,109
Lagunilla del Jubera,385
Lardero,12060
Ledesma de la Cogolla,16
Leiva,235
Leza de Río Leza,40
Logroño,152150
Lumbreras de Cameros,144
Manjarrés,97
Mansilla de la Sierra,57
Manzanares de Rioja,68
Matute,88
Medrano,350
Munilla,93
Murillo de Río Leza,1656
Muro de Aguas,57
Muro en Cameros,40
Nájera,8336
Nalda,1307
Navajún,8
Navarrete,3061
Nestares,85
Nieva de Cameros,87
Ocón,312
Ochánduri,78
Ojacastro,199
Ollauri,319
Ortigosa de Cameros,214
Pazuengos,24
Pedroso,89
Pinillos,18
Pradejón,3742
Pradillo,64
Préjano,206
Quel,2128
Rabanera,29
"Rasillo de Cameros, El",149
"Redal, El",138
Ribafrecha,1076
Rincón de Soto,4041
Robres del Castillo,21
Rodezno,230
Sajazarra,123
San Asensio,1088
San Millán de la Cogolla,214
San Millán de Yécora,35
San Román de Cameros,127
Santa Coloma,104
Santa Engracia del Jubera,188
Santa Eulalia Bajera,112
Santo Domingo de la Calzada,6441
San Torcuato,62
Santurde de Rioja,260
Santurdejo,95
San Vicente de la Sonsierra,1054
Sojuela,690
Sorzano,233
Sotés,261
Soto en Cameros,82
Terroba,31
Tirgo,167
Tobía,41
Tormantos,124
Torrecilla en Cameros,474
Torrecilla sobre Alesanco,58
Torre en Cameros,8
Torremontalbo,7
Treviana,142
Tricio,376
Tudelilla,360
Uruñuela,1007
Valdemadera,15
Valgañón,133
Ventosa,196
Ventrosa,48
Viguera,377
Villalba de Rioja,155
Villalobar de Rioja,84
Villamediana de Iregua,9263
Villanueva de Cameros,68
"Villar de Arnedo, El",645
Villar de Torre,143
Villarejo,30
Villarroya,9
Villarta-Quintana,129
Villavelayo,43
Villaverde de Rioja,65
Villoslada de Cameros,351
Viniegra de Abajo,81
Viniegra de Arriba,40
Zarratón,254
Zarzosa,14
Zorraquín,88
Abadín,2239
Alfoz,1493
Antas de Ulla,1822
Baleira,1093
Barreiros,3036
Becerreá,2836
Begonte,2886
Bóveda,1369
Carballedo,1987
Castro de Rei,5001
Castroverde,2478
Cervantes,1142
Cervo,4137
"Corgo, O",3366
Cospeito,4172
Chantada,8171
Folgoso do Courel,921
"Fonsagrada, A",3073
Foz,10329
Friol,3608
Xermade,1665
Guitiriz,5180
Guntín,2501
"Incio, O",1513
Xove,3269
Láncara,2489
Lourenzá,2083
Lugo,100143
Meira,1773
Mondoñedo,3303
Monforte de Lemos,18933
Monterroso,3744
Muras,577
Navia de Suarna,971
Negueira de Muñiz,236
"Nogais, As",914
Ourol,965
Outeiro de Rei,5420
Palas de Rei,3227
Pantón,2350
Paradela,1557
"Páramo, O",1265
"Pastoriza, A",2794
Pedrafita do Cebreiro,868
Pol,1550
"Pobra do Brollón, A",1610
"Pontenova, A",2106
Portomarín,1277
Quiroga,3040
Ribadeo,10022
Ribas de Sil,894
Ribeira de Piquín,549
Riotorto,1182
Samos,1158
Rábade,1514
Sarria,13726
"Saviñao, O",3470
Sober,2090
Taboada,2617
Trabada,1070
Triacastela,589
"Valadouro, O",1845
"Vicedo, O",1553
Vilalba,13852
Viveiro,15120
Baralla,2396
Burela,9630
"Acebeda, La",70
Ajalvir,4868
Alameda del Valle,267
"Álamo, El",10594
Alcalá de Henares,203208
Alcobendas,123342
Alcorcón,175719
Aldea del Fresno,3503
Algete,21144
Alpedrete,15686
Ambite,732
Anchuelo,1414
Aranjuez,63040
Arganda del Rey,60419
Arroyomolinos,38075
"Atazar, El",110
Batres,1976
Becerril de la Sierra,6737
Belmonte de Tajo,1955
Berzosa del Lozoya,242
"Berrueco, El",795
Boadilla del Monte,66349
"Boalo, El",8770
Braojos,233
Brea de Tajo,577
Brunete,11287
Buitrago del Lozoya,2034
Bustarviejo,2870
Cabanillas de la Sierra,961
"Cabrera, La",2889
Cadalso de los Vidrios,3372
Camarma de Esteruelas,8331
Campo Real,6974
Canencia,475
Carabaña,2451
Casarrubuelos,4323
Cenicientos,2152
Cercedilla,7772
Cervera de Buitrago,165
Ciempozuelos,26350
Cobeña,7670
Colmenar del Arroyo,2044
Colmenar de Oreja,9127
Colmenarejo,9640
Colmenar Viejo,58730
Collado Mediano,7722
Collado Villalba,67274
Corpa,832
Coslada,80512
Cubas de la Sagra,7238
Chapinería,2705
Chinchón,5800
Daganzo de Arriba,10764
"Escorial, El",17171
Estremera,1473
Fresnedillas de la Oliva,1883
Fresno de Torote,2561
Fuenlabrada,190076
Fuente el Saz de Jarama,7413
Fuentidueña de Tajo,2372
Galapagar,36758
Garganta de los Montes,441
Gargantilla del Lozoya y Pinilla de Buitrago,396
Gascones,252
Getafe,193238
Griñón,10799
Guadalix de la Sierra,6993
Guadarrama,17547
"Hiruela, La",88
Horcajo de la Sierra-Aoslos,219
Horcajuelo de la Sierra,104
Hoyo de Manzanares,9310
Humanes de Madrid,20500
Leganés,195734
Loeches,9261
Lozoya,598
Madarcos,69
Madrid,3506730
Majadahonda,73625
Manzanares el Real,9648
Meco,15922
Mejorada del Campo,25049
Miraflores de la Sierra,7350
"Molar, El",9999
"Molinos, Los",4781
Montejo de la Sierra,404
Moraleja de Enmedio,5580
Moralzarzal,14772
Morata de Tajuña,8397
Móstoles,214817
Navacerrada,3311
Navalafuente,1693
Navalagamella,3169
Navalcarnero,33331
Navarredonda y San Mamés,163
Navas del Rey,3420
Nuevo Baztán,7429
Olmeda de las Fuentes,429
Orusco de Tajuña,1531
Paracuellos de Jarama,27650
Parla,137471
Patones,617
Pedrezuela,6606
Pelayos de la Presa,3195
Perales de Tajuña,3260
Pezuela de las Torres,1008
Pinilla del Valle,200
Pinto,56651
Piñuécar-Gandullas,183
Pozuelo de Alarcón,89770
Pozuelo del Rey,1302
Prádena del Rincón,146
Puebla de la Sierra,98
Quijorna,4044
Rascafría,1704
Redueña,288
Ribatejada,905
Rivas-Vaciamadrid,103148
Robledillo de la Jara,118
Robledo de Chavela,4818
Robregordo,79
"Rozas de Madrid, Las",99037
Rozas de Puerto Real,579
San Agustín del Guadalix,13825
San Fernando de Henares,39059
San Lorenzo de El Escorial,18872
San Martín de la Vega,21010
San Martín de Valdeiglesias,9324
San Sebastián de los Reyes,96992
Santa María de la Alameda,1584
Santorcaz,1011
"Santos de la Humosa, Los",2867
"Serna del Monte, La",110
Serranillos del Valle,4670
Sevilla la Nueva,9802
Somosierra,93
Soto del Real,9400
Talamanca de Jarama,4607
Tielmes,2964
Titulcia,1389
Torrejón de Ardoz,143526
Torrejón de la Calzada,10653
Torrejón de Velasco,4900
Torrelaguna,5081
Torrelodones,25433
Torremocha de Jarama,1157
Torres de la Alameda,7824
Valdaracete,658
Valdeavero,1896
Valdelaguna,1122
Valdemanco,1097
Valdemaqueda,870
Valdemorillo,14420
Valdemoro,85972
Valdeolmos-Alalpardo,4626
Valdepiélagos,612
Valdetorres de Jarama,5175
Valdilecha,3289
Valverde de Alcalá,565
Velilla de San Antonio,14468
"Vellón, El",2281
Venturada,2622
Villaconejos,3569
Villa del Prado,7743
Villalbilla,18687
Villamanrique de Tajo,859
Villamanta,2899
Villamantilla,1660
Villanueva de la Cañada,24028
Villanueva del Pardillo,18466
Villanueva de Perales,1715
Villar del Olmo,2341
Villarejo de Salvanés,8042
Villaviciosa de Odón,30127
Villavieja del Lozoya,332
Zarzalejo,1946
Lozoyuela-Navas-Sieteiglesias,1468
Puentes Viejas,759
Tres Cantos,54592
Alameda,5426
Alcaucín,2671
Alfarnate,1034
Alfarnatejo,358
Algarrobo,7103
Algatocín,816
Alhaurín de la Torre,45066
Alhaurín el Grande,27552
Almáchar,1959
Almargen,1876
Almogía,4269
Álora,13650
Alozaina,2127
Alpandeire,242
Antequera,41849
Árchez,441
Archidona,8105
Ardales,2524
Arenas,1291
Arriate,4049
Atajate,168
Benadalid,226
Benahavís,9472
Benalauría,460
Benalmádena,78338
Benamargosa,1560
Benamocarra,3200
Benaoján,1427
Benarrabá,457
"Borge, El",958
"Burgo, El",1761
Campillos,8561
Canillas de Aceituno,1801
Canillas de Albaida,807
Cañete la Real,1569
Carratraca,801
Cartajima,234
Cártama,29333
Casabermeja,4214
Casarabonela,2800
Casares,9009
Coín,26574
Colmenar,3626
Comares,1354
Cómpeta,3824
Cortes de la Frontera,3048
Cuevas Bajas,1341
Cuevas del Becerro,1617
Cuevas de San Marcos,3647
Cútar,603
Estepona,79621
Faraján,285
Frigiliana,3383
Fuengirola,85211
Fuente de Piedra,3045
Gaucín,1620
Genalguacil,352
Guaro,2638
Humilladero,3373
Igualeja,733
Istán,1707
Iznate,940
Jimera de Líbar,399
Jubrique,585
Júzcar,208
Macharaviaya,518
Málaga,599063
Manilva,18165
Marbella,159786
Mijas,95104
Moclinejo,1222
Mollina,5528
Monda,2984
Montejaque,945
Nerja,22132
Ojén,4755
Parauta,271
Periana,3367
Pizarra,10334
Pujerra,285
Rincón de la Victoria,52454
Riogordo,2839
Ronda,33671
Salares,194
Sayalonga,1672
Sedella,607
Sierra de Yeguas,3418
Teba,3708
Tolox,2468
Torrox,22015
Totalán,797
Valle de Abdalajís,2439
Vélez-Málaga,86048
Villanueva de Algaidas,4084
Villanueva del Rosario,3470
Villanueva del Trabuco,5521
Villanueva de Tapia,1391
Viñuela,2044
Yunquera,2828
Torremolinos,71329
Villanueva de la Concepción,3296
Montecorto,585
Serrato,457
Abanilla,6256
Abarán,13228
Águilas,37811
Albudeite,1395
Alcantarilla,43876
Aledo,1123
Alguazas,10431
Alhama de Murcia,24163
Archena,20908
Beniel,11582
Blanca,6882
Bullas,12027
Calasparra,10391
Campos del Río,2159
Caravaca de la Cruz,26126
Cartagena,220704
Cehegín,14506
Ceutí,13089
Cieza,35577
Fortuna,11437
Fuente Álamo de Murcia,19171
Jumilla,27574
Librilla,5854
Lorca,98969
Lorquí,7946
Mazarrón,35449
Molina de Segura,78458
Moratalla,7518
Mula,17937
Murcia,479405
Ojós,548
Pliego,4003
Puerto Lumbreras,18006
Ricote,1197
San Javier,36524
San Pedro del Pinatar,29674
Torre-Pacheco,41479
"Torres de Cotillas, Las",22676
Totana,33358
Ulea,926
"Unión, La",21380
Villanueva del Río Segura,4111
Yecla,36453
Santomera,16443
"Alcázares, Los",20408
Abáigar,74
Abárzuza/Abartzuza,510
Abaurregaina/Abaurrea Alta,121
Abaurrepea/Abaurrea Baja,30
Aberin,410
Ablitas,2657
Adiós,194
Aguilar de Codés,74
Aibar/Oibar,754
Altsasu/Alsasua,7717
Allín/Allin,881
Allo,1028
Améscoa Baja,729
Ancín/Antzin,363
Andosilla,2925
Ansoáin/Antsoain,10663
Anue,501
Añorbe,622
Aoiz/Agoitz,3083
Araitz,506
Aranarache/Aranaratxe,70
Arantza,628
Aranguren,13216
Arano,108
Arakil,990
Aras,150
Arbizu,1107
Arce/Artzi,290
"Arcos, Los",1177
Arellano,165
Areso,260
Arguedas,2309
Aria,51
Aribe,34
Armañanzas,47
Arróniz,1064
Arruazu,121
Artajona,1783
Artazu,125
Atetz,227
Ayegui/Aiegi,2589
Azagra,3746
Azuelo,29
Bakaiku,342
Barásoain,601
Barbarin,46
Bargota,237
Barillas,240
Basaburua,819
Baztan,7851
Beire,274
Belascoáin,124
Berbinzana,670
Bertizarana,668
Betelu,375
Biurrun-Olcoz,227
Buñuel,2318
Auritz/Burguete,235
Burgui/Burgi,187
Burlada/Burlata,21280
"Busto, El",55
Cabanillas,1373
Cabredo,73
Cadreita,2187
Caparroso,2882
Cárcar,1156
Carcastillo,2408
Cascante,4231
Cáseda,912
Castejón,4725
Castillonuevo,14
Cintruénigo,8565
Ziordia,359
Cirauqui/Zirauki,473
Ciriza/Ziritza,170
Cizur,3949
Corella,8756
Cortes,3165
Desojo,68
Dicastillo,562
Donamaria,446
Etxalar,807
Echarri/Etxarri,78
Etxarri Aranatz,2551
Etxauri,671
Valle de Egüés/Eguesibar,22825
Elgorriaga,210
Noáin (Valle de Elorz)/Noain (Elortzibar),8486
Enériz/Eneritz,328
Eratsun,155
Ergoiena,392
Erro,812
Ezcároz/Ezkaroze,298
Eslava,97
Esparza de Salazar/Espartza Zaraitzu,75
Espronceda,102
Estella-Lizarra,14317
Esteribar,2918
Etayo,72
Eulate,278
Ezcabarte,1901
Ezkurra,125
Ezprogui,48
Falces,2389
Fitero,2370
Fontellas,1050
Funes,2537
Fustiñana,2445
Galar,2427
Gallipienzo/Galipentzu,100
Gallués/Galoze,91
Garaioa,92
Garde,132
Garínoain,527
Garralda,183
Genevilla,69
Goizueta,681
Goñi,166
Güesa/Gorza,36
Guesálaz/Gesalatz,462
Guirguillano,75
Huarte/Uharte,7900
Uharte Arakil,770
Ibargoiti,279
Igúzquiza,307
Imotz,433
Irañeta,172
Isaba/Izaba,384
Ituren,543
Iturmendi,428
Iza/Itza,1459
Izagaondoa,153
Izalzu/Itzaltzu,36
Jaurrieta,179
Javier,106
Juslapeña/Txulapain,562
Beintza-Labaien,228
Lakuntza,1338
Lana,149
Lantz,150
Lapoblación,123
Larraga,2158
Larraona,100
Larraun,918
Lazagurría,170
Leache/Leatxe,38
Legarda,143
Legaria,111
Leitza,3011
Leoz/Leotz,202
Lerga,44
Lerín,1821
Lesaka,2721
Lezaun,248
Liédena,354
Lizoain-Arriasgoiti/Lizoainibar-Arriasgoiti,287
Lodosa,4964
Lónguida/Longida,308
Lumbier,1330
Luquin,135
Mañeru,452
Marañón,50
Marcilla,2938
Mélida,739
Mendavia,3588
Mendaza,284
Mendigorria,1261
Metauten,263
Milagro,3741
Mirafuentes,56
Miranda de Arga,903
Monreal/Elo,511
Monteagudo,1073
Morentin,110
Mues,80
Murchante,4230
Murieta,345
Murillo el Cuende,701
Murillo el Fruto,665
Muruzábal,283
Navascués/Nabaskoze,114
Nazar,40
Obanos,924
Oco,65
Ochagavía/Otsagabia,492
Odieta,367
Oiz,129
Olaibar,399
Olazti/Olazagutía,1444
Olejua,49
Olite/Erriberri,4069
Olóriz/Oloritz,210
Cendea de Olza/Oltza Zendea,1874
Valle de Ollo/Ollaran,453
Orbaizeta,186
Orbara,28
Orísoain,72
Oronz/Orontze,51
Oroz-Betelu/Orotz-Betelu,143
Oteiza,972
Pamplona/Iruña,209094
Peralta/Azkoien,6071
Petilla de Aragón,29
Piedramillera,46
Pitillas,520
Puente la Reina/Gares,2972
Pueyo/Puiu,384
Ribaforada,3697
Romanzado/Erromantzatua,180
Roncal/Erronkari,206
Orreaga/Roncesvalles,25
Sada,130
Saldías,125
Salinas de Oro/Jaitz,110
San Adrián,6504
Sangüesa/Zangoza,4883
San Martín de Unx,352
Sansol,89
Santacara,874
Doneztebe/Santesteban,1854
Sarriés/Sartze,57
Sartaguda,1349
Sesma,1248
Sorlada,39
Sunbilla,672
Tafalla,10854
Tiebas-Muruarte de Reta,693
Tirapu,49
Torralba del Río,96
Torres del Río,116
Tudela,38903
Tulebras,159
Ucar,194
Ujué/Uxue,168
Ultzama,1599
Unciti,257
Unzué/Untzue,164
Urdazubi/Urdax,354
Urdiain,647
Urraul Alto,136
Urraul Bajo,330
Urroz-Villa,403
Urroz,175
Urzainqui/Urzainki,76
Uterga,177
Uztárroz/Uztarroze,136
Luzaide/Valcarlos,336
Valtierra,2505
Bera,3779
Viana,4441
Vidángoz/Bidankoze,74
Bidaurreta,181
Villafranca,3163
Villamayor de Monjardín,115
Hiriberri/Villanueva de Aezkoa,96
Villatuerta,1256
Villava/Atarrabia,9928
Igantzi,578
Valle de Yerri/Deierri,1549
Yesa,297
Zabalza/Zabaltza,285
Zubieta,292
Zugarramurdi,213
Zúñiga,78
Barañáin/Barañain,19642
Berrioplano/Berriobeiti,7645
Berriozar,11361
Irurtzun,2296
Beriáin,4195
Orkoien,4098
Zizur Mayor/Zizur Nagusia,16510
Lekunberri,1746
Allariz,6497
Amoeiro,2443
"Arnoia, A",949
Avión,1719
Baltar,849
Bande,1460
Baños de Molgas,1471
Barbadás,11201
"Barco de Valdeorras, O",13368
Beade,363
Beariz,901
"Blancos, Os",696
Boborás,2167
"Bola, A",1139
"Bolo, O",789
Calvos de Randín,650
Carballeda de Valdeorras,1311
Carballeda de Avia,1172
"Carballiño, O",14249
Cartelle,2466
Castrelo do Val,947
Castrelo de Miño,1289
Castro Caldelas,1244
Celanova,5723
Cenlle,1066
Coles,3228
Cortegada,1027
Cualedro,1538
Chandrexa de Queixa,467
Entrimo,1093
Esgos,1103
Xinzo de Limia,9699
Gomesende,646
"Gudiña, A",1197
"Irixo, O",1340
Xunqueira de Ambía,1346
Xunqueira de Espadanedo,696
Larouco,484
Laza,1156
Leiro,1517
Lobeira,703
Lobios,1776
Maceda,2874
Manzaneda,767
Maside,2768
Melón,1079
"Merca, A",1962
"Mezquita, A",996
Montederramo,660
Monterrei,2403
Muíños,1385
Nogueira de Ramuín,2074
Oímbra,1689
Ourense,105769
Paderne de Allariz,1346
Padrenda,1555
Parada de Sil,500
"Pereiro de Aguiar, O",6794
"Peroxa, A",1793
Petín,856
Piñor,1103
Porqueira,806
"Pobra de Trives, A",1929
Pontedeva,458
Punxín,748
Quintela de Leirado,587
Rairiz de Veiga,1154
Ramirás,1485
Ribadavia,4895
San Xoán de Río,510
Riós,1379
"Rúa, A",4214
Rubiá,1391
San Amaro,1030
San Cibrao das Viñas,5751
San Cristovo de Cea,1963
Sandiás,1086
Sarreaus,1068
Taboadela,1480
"Teixeira, A",328
Toén,2327
Trasmiras,1216
"Veiga, A",873
Verea,974
Verín,13956
Viana do Bolo,2715
Vilamarín,1836
Vilamartín de Valdeorras,1817
Vilar de Barrio,1178
Vilar de Santos,784
Vilardevós,1616
Vilariño de Conso,501
Allande,1506
Aller,10011
Amieva,591
Avilés,75517
Belmonte de Miranda,1366
Bimenes,1639
Boal,1372
Cabrales,1884
Cabranes,1094
Candamo,1902
Cangas del Narcea,11282
Cangas de Onís,6344
Caravia,486
Carreño,10292
Caso,1437
Castrillón,21998
Castropol,3202
Coaña,3321
Colunga,3143
Corvera de Asturias,15785
Cudillero,4867
Degaña,768
"Franco, El",3728
Gijón,269894
Gozón,10407
Grado,9681
Grandas de Salime,767
Ibias,1084
Illano,277
Illas,1048
Langreo,38612
Laviana,12352
Lena,10382
Valdés,10776
Llanera,14020
Llanes,13486
Mieres,36373
Morcín,2460
Muros de Nalón,1955
Nava,5244
Navia,8031
Noreña,5131
Onís,739
Oviedo,223968
Parres,5150
Peñamellera Alta,500
Peñamellera Baja,1194
Pesoz,134
Piloña,6716
Ponga,576
Pravia,7792
Proaza,686
Quirós,1142
"Regueras, Las",1892
Ribadedeva,1693
Ribadesella,5591
Ribera de Arriba,1852
Riosa,1686
Salas,4771
San Martín del Rey Aurelio,15531
San Martín de Oscos,337
Santa Eulalia de Oscos,420
San Tirso de Abres,396
Santo Adriano,281
Sariego,1252
Siero,53049
Sobrescobio,838
Somiedo,1031
Soto del Barco,3801
Tapia de Casariego,3538
Taramundi,545
Teverga,1495
Tineo,8679
Vegadeo,3928
Villanueva de Oscos,244
Villaviciosa,15379
Villayón,1054
Yernes y Tameza,134
Abarca de Campos,38
Abia de las Torres,165
Aguilar de Campoo,6916
Alar del Rey,910
Alba de Cerrato,80
Amayuelas de Arriba,36
Ampudia,588
Amusco,417
Antigüedad,329
Arconada,45
Astudillo,1041
Autilla del Pino,223
Autillo de Campos,125
Ayuela,48
Baltanás,1226
Venta de Baños,6372
Baquerín de Campos,20
Bárcena de Campos,53
Barruelo de Santullán,1164
Báscones de Ojeda,136
Becerril de Campos,737
Belmonte de Campos,28
Berzosilla,45
Boada de Campos,17
Boadilla del Camino,111
Boadilla de Rioseco,95
Brañosera,253
Buenavista de Valdavia,290
Bustillo de la Vega,259
Bustillo del Páramo de Carrión,58
Calahorra de Boedo,82
Calzada de los Molinos,305
Capillas,68
Cardeñosa de Volpejera,64
Carrión de los Condes,1997
Castil de Vela,54
Castrejón de la Peña,322
Castrillo de Don Juan,177
Castrillo de Onielo,91
Castrillo de Villavega,167
Castromocho,193
Cervatos de la Cueza,241
Cervera de Pisuerga,2272
Cevico de la Torre,464
Cevico Navero,175
Cisneros,426
Cobos de Cerrato,129
Collazos de Boedo,89
Congosto de Valdavia,132
Cordovilla la Real,130
Cubillas de Cerrato,60
Dehesa de Montejo,130
Dehesa de Romanos,39
Dueñas,2605
Espinosa de Cerrato,119
Espinosa de Villagonzalo,164
Frechilla,138
Fresno del Río,169
Frómista,727
Fuentes de Nava,581
Fuentes de Valdepero,489
Grijota,2839
Guardo,5502
Guaza de Campos,57
Hérmedes de Cerrato,72
Herrera de Pisuerga,1875
Herrera de Valdecañas,148
Hontoria de Cerrato,108
Hornillos de Cerrato,171
Husillos,413
Itero de la Vega,147
Lagartos,117
Lantadilla,277
"Vid de Ojeda, La",82
Ledigos,59
Lomas,40
Magaz de Pisuerga,1065
Manquillos,62
Mantinos,142
Marcilla de Campos,60
Mazariegos,202
Mazuecos de Valdeginate,78
Melgar de Yuso,269
Meneses de Campos,109
Micieces de Ojeda,67
Monzón de Campos,608
Moratinos,55
Mudá,81
Nogal de las Huertas,46
Olea de Boedo,38
Olmos de Ojeda,166
Osornillo,57
Palencia,77466
Palenzuela,212
Páramo de Boedo,103
Paredes de Nava,1927
Payo de Ojeda,59
Pedraza de Campos,73
Pedrosa de la Vega,277
Perales,112
Pino del Río,162
Piña de Campos,185
Población de Arroyo,44
Población de Campos,119
Población de Cerrato,102
Polentinos,41
Pomar de Valdivia,488
Poza de la Vega,160
Pozo de Urama,21
Prádanos de Ojeda,181
"Puebla de Valdavia, La",79
Quintana del Puente,248
Quintanilla de Onsoña,167
Reinoso de Cerrato,58
Renedo de la Vega,193
Requena de Campos,27
Respenda de la Peña,140
Revenga de Campos,127
Revilla de Collazos,75
Ribas de Campos,150
Riberos de la Cueza,52
Saldaña,2844
Salinas de Pisuerga,348
San Cebrián de Campos,400
San Cebrián de Mudá,142
San Cristóbal de Boedo,20
San Mamés de Campos,44
San Román de la Cuba,53
Santa Cecilia del Alcor,91
Santa Cruz de Boedo,51
Santervás de la Vega,392
Santibáñez de Ecla,42
Santibáñez de la Peña,892
Santoyo,187
"Serna, La",90
Sotobañado y Priorato,154
Soto de Cerrato,166
Tabanera de Cerrato,133
Tabanera de Valdavia,20
Támara de Campos,70
Tariego de Cerrato,504
Torquemada,964
Torremormojón,41
Triollo,73
Valbuena de Pisuerga,49
Valdeolmillos,56
Valderrábano,47
Valde-Ucieza,77
Valle de Cerrato,77
Velilla del Río Carrión,1104
Vertavillo,162
Villabasta de Valdavia,33
Villacidaler,44
Villaconancio,48
Villada,863
Villaeles de Valdavia,47
Villahán,96
Villaherreros,211
Villalaco,67
Villalba de Guardo,194
Villalcázar de Sirga,160
Villalcón,45
Villalobón,1955
Villaluenga de la Vega,519
Villamartín de Campos,170
Villamediana,177
Villameriel,109
Villamoronta,236
Villamuera de la Cueza,36
Villamuriel de Cerrato,6501
Villanueva del Rebollar,67
Villanuño de Valdavia,91
Villaprovedo,46
Villarmentero de Campos,26
Villarrabé,170
Villarramiel,782
Villasarracino,125
Villasila de Valdavia,64
Villaturde,148
Villaumbrales,627
Villaviudas,356
Villerías de Campos,71
Villodre,22
Villodrigo,96
Villoldo,333
Villota del Páramo,295
Villovieco,62
Osorno la Mayor,1180
Valle del Retortillo,155
Loma de Ucieza,186
"Pernía, La",297
Agaete,5683
Agüimes,33800
Antigua,14164
Arrecife,70811
Artenara,1024
Arucas,39232
Betancuria,801
Firgas,7728
Gáldar,25108
Haría,5623
Ingenio,32905
Mogán,21172
Moya,8007
"Oliva, La",30022
Pájara,21570
"Palmas de Gran Canaria, Las",381868
Puerto del Rosario,46150
San Bartolomé,19551
San Bartolomé de Tirajana,54291
"Aldea de San Nicolás, La",7401
Santa Brígida,18766
Santa Lucía de Tirajana,78584
Santa María de Guía de Gran Canaria,14311
Teguise,24027
Tejeda,1806
Telde,104168
Teror,13211
Tías,21613
Tinajo,6939
Tuineje,16834
Valsequillo de Gran Canaria,9869
Valleseco,3775
Vega de San Mateo,7899
Yaiza,18842
Arbo,2603
Barro,3674
Baiona,12361
Bueu,11836
Caldas de Reis,9615
Cambados,13787
Campo Lameiro,1667
Cangas,26711
"Cañiza, A",4990
Catoira,3274
Covelo,2472
Crecente,1921
Cuntis,4469
Dozón,961
"Estrada, A",20112
Forcarei,3067
Fornelos de Montes,1614
Agolada,2225
Gondomar,15066
"Grove, O",10833
"Guarda, A",9970
Lalín,20292
"Lama, A",2437
Marín,23991
Meaño,5237
Meis,4668
Moaña,19320
Mondariz,4456
Mondariz-Balneario,742
Moraña,4131
Mos,15233
"Neves, As",3657
Nigrán,18174
Oia,3062
Pazos de Borbén,3046
Pontevedra,83316
"Porriño, O",20965
Portas,2748
Poio,17434
Ponteareas,23211
Ponte Caldelas,5609
Pontecesures,3076
Redondela,28874
Ribadumia,5166
Rodeiro,2232
"Rosal, O",6548
Salceda de Caselas,9409
Salvaterra de Miño,10617
Sanxenxo,18016
Silleda,8917
Soutomaior,7589
Tomiño,13738
Tui,17468
Valga,5779
Vigo,294489
Vilaboa,5856
Vila de Cruces,4967
